Word,Tag
allathe,MALAYALAM
areyum,MALAYALAM
kitteele,MALAYALAM
abinayipikan,MALAYALAM
kitteele,MALAYALAM
.,SYM
Promo,ENGLISH
viedeo,ENGLISH
engana,MALAYALAM
kanua,MALAYALAM
arelum,MALAYALAM
paaratu,MALAYALAM
pls,ENGLISH
.,SYM
Ente,MALAYALAM
ee,MALAYALAM
comentinu,MIXED
like,ENGLISH
illaathathu,MALAYALAM
aarum,MALAYALAM
tharaathathu,MALAYALAM
kondalla,MALAYALAM
Comment,ENGLISH
hang,ENGLISH
aayi,MALAYALAM
nikkunnatha,MALAYALAM
.,SYM
poli,MALAYALAM
trailer,ENGLISH
lalettan,NAME
prithviraj,NAME
This,ENGLISH
deal,ENGLISH
devil,ENGLISH
Pwoli,MALAYALAM
Cant,ENGLISH
wait,ENGLISH
.,SYM
Oru,MALAYALAM
rakshayumilllaaaaa,MALAYALAM
katta,MALAYALAM
waiting,ENGLISH
movie,ENGLISH
.,SYM
marana,MALAYALAM
mass,ENGLISH
Lalettan,NAME
From,ENGLISH
Tamilnadu,PLACE
.,SYM
Aamaye,MIXED
vellathil,MALAYALAM
mukkikkollunna,MALAYALAM
inam,MALAYALAM
Hareesh,NAME
kanaran,NAME
rocks,ENGLISH
.,SYM
Good,ENGLISH
Luck,ENGLISH
Prithviraj,NAME
And,ENGLISH
Lalettaaa,NAME
Pwlichekkane,MALAYALAM
.,SYM
ente,MALAYALAM
channel,ENGLISH
onnu,MALAYALAM
subscribe,ENGLISH
chayyammo,MALAYALAM
.,SYM
Mamookante,MIXED
scene,ENGLISH
oo,MALAYALAM
romancham,MALAYALAM
scene,ENGLISH
matram,MALAYALAM
njan,MALAYALAM
vindum,MALAYALAM
vindum,MALAYALAM
kanunu,MALAYALAM
.,SYM
Kidukkaaachi,MALAYALAM
trailer,ENGLISH
machoooo,OTHER
Katta,MALAYALAM
waitingggg,ENGLISH
.,SYM
Mammukka,NAME
chumma,MALAYALAM
vann,MALAYALAM
ang,MALAYALAM
kond,MALAYALAM
ppyi,MALAYALAM
.,SYM
Njan,MALAYALAM
kandthan,MALAYALAM
padm,MALAYALAM
onum,MALAYALAM
koodi,MALAYALAM
kanan,MALAYALAM
thonun,MALAYALAM
Ellrkm,MALAYALAM
koodi,MALAYALAM
onum,MALAYALAM
koodi,MALAYALAM
fans,ENGLISH
show,ENGLISH
vach,MALAYALAM
poyalocalicut,OTHER
illor,MALAYALAM
evde,MALAYALAM
.,SYM
Sayico,OTHER
aya,MALAYALAM
villian,ENGLISH
avale,MALAYALAM
pranayicha,MALAYALAM
villlain,ENGLISH
.,SYM
Unlike,ENGLISH
cheyyunnavark,MALAYALAM
ennte,MALAYALAM
haardhavamaya,MALAYALAM
naduviral,MALAYALAM
namaskaaaaaaram,MALAYALAM
.,SYM
Adi,OTHER
kapyare,OTHER
koottamanibox,OTHER
office,ENGLISH
chattumammooka,OTHER
konnu,MALAYALAM
.,SYM
Dis,ENGLISH
like,ENGLISH
adichaa,MALAYALAM
ellavaarode,MALAYALAM
ettanode,MIXED
vedaaa,MALAYALAM
murugaaa,OTHER
nee,MALAYALAM
theernadaa,MALAYALAM
.,SYM
Last,ENGLISH
superman,ENGLISH
punch,ENGLISH
pwolich,MALAYALAM
Ejjathi,MALAYALAM
item,ENGLISH
mamookka,NAME
kidukki,MALAYALAM
.,SYM
Makkale,MALAYALAM
ellavarum,MALAYALAM
share,ENGLISH
cheyyu,MALAYALAM
like,ENGLISH
Adi,MALAYALAM
namuk,MALAYALAM
thakarkande,MALAYALAM
come,ENGLISH
fast,ENGLISH
.,SYM
Kandittum,MALAYALAM
kandittum,MALAYALAM
mathiyavanilladoooo,MALAYALAM
Endutta,MALAYALAM
mothal,MALAYALAM
ithu,MALAYALAM
Devil,ENGLISH
rules,ENGLISH
Stephen,NAME
nedumballi,PLACE
rules,ENGLISH
Ettan,NAME
rulesssss,ENGLISH
starstruck,OTHER
.,SYM
Sawaaaaaari,OTHER
girigiri,OTHER
Big,ENGLISH
fan,ENGLISH
Malaiayam,MALAYALAM
Cinema,MALAYALAM
From,ENGLISH
Srilanka,PLACE
Chettan,NAME
maar,MALAYALAM
Cinema,ENGLISH
eppothum,MALAYALAM
adi,MALAYALAM
pozi,MALAYALAM
thannaiaya,MALAYALAM
.,SYM
81,NUMBER
k,OTHER
views,ENGLISH
141,NUMBER
k,OTHER
like,ENGLISH
thinking,OTHER
face,OTHER
thinking,OTHER
face,OTHER
thinking,OTHER
face,OTHER
.,SYM
Padam,MALAYALAM
kandit,MALAYALAM
vannavar,MALAYALAM
etra,MALAYALAM
Peru,MALAYALAM
und,MALAYALAM
.,SYM
Eee,MALAYALAM
trailer,ENGLISH
kanditt,MALAYALAM
dislike,ENGLISH
adichavan,MALAYALAM
mareyokke,MALAYALAM
sammathikkanam,MALAYALAM
.,SYM
Alla,MALAYALAM
chettanmare,MIXED
Mammootty,NAME
mathramano,MALAYALAM
abhinayichathu,MALAYALAM
Unni,NAME
patti,MALAYALAM
aarum,MALAYALAM
parayunnille,MALAYALAM
.,SYM
Pokiri,OTHER
raja,NAME
reloaded,ENGLISH
Katta,MALAYALAM
waiting,ENGLISH
Madurai,PLACE
raja,NAME
.,SYM
10,NUMBER
timesil,MIXED
kooduthal,MALAYALAM
kanndavar,MALAYALAM
ivde,MALAYALAM
like,ENGLISH
adii,MALAYALAM
starstruck,OTHER
RAJA,NAME
Return,ENGLISH
.,SYM
DETAILED,ENGLISH
REVIEW,ENGLISH
ENDING,ENGLISH
EXPLAINED,ENGLISH
.,SYM
Bahubali,OTHER
level,ENGLISH
Movie,ENGLISH
In,ENGLISH
Malayalam,MALAYALAM
Industry,ENGLISH
Congratulations,ENGLISH
Tamilnadu,PLACE
.,SYM
HappY,ENGLISH
Birthday,ENGLISH
One,ENGLISH
Only,ENGLISH
Mammookkkaaa,NAME
smiling,OTHER
face,OTHER
hearts,OTHER
.,SYM
ithu,MALAYALAM
Mega,ENGLISH
star,ENGLISH
nde,MALAYALAM
mega,ENGLISH
mamangam,OTHER
.,SYM
MANY,ENGLISH
MANY,ENGLISH
MORE,ENGLISH
HAPPY,ENGLISH
RETURNS,ENGLISH
OF,ENGLISH
THE,ENGLISH
DAY,ENGLISH
DEAREST,ENGLISH
MAMMOOKKAA,NAME
.,SYM
Adutha,MALAYALAM
kettu,MALAYALAM
manakunu,MALAYALAM
Anu,NAME
Sitara,NAME
kavya,NAME
madavante,NAME
clone,ENGLISH
alle,MALAYALAM
Ee,MALAYALAM
koode,MALAYALAM
abinekunevark,MALAYALAM
onm,MALAYALAM
oru,MALAYALAM
tulli,MALAYALAM
ulup,MALAYALAM
tonille,MALAYALAM
avo,MALAYALAM
.,SYM
Aju,NAME
vargheesinte,MIXED
police,ENGLISH
role,ENGLISH
ishtamayavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Ente,MALAYALAM
athippaara,PLACE
ammachi,MIXED
ikka,NAME
ithu,MALAYALAM
engottaaaaaaa,MALAYALAM
.,SYM
Theatoril,MIXED
climax,ENGLISH
maathram,MALAYALAM
kaanichal,MALAYALAM
mathiyallo,MALAYALAM
eny,ENGLISH
ways,ENGLISH
good,ENGLISH
trailor,ENGLISH
.,SYM
Enta,MALAYALAM
ponnoo,MALAYALAM
oru,MALAYALAM
rakashem,MALAYALAM
illa,MALAYALAM
romanjification,MIXED
kond,MALAYALAM
irikanum,MALAYALAM
vaya,MALAYALAM
nikkanum,MALAYALAM
vaya,MALAYALAM
.,SYM
Kanan,MALAYALAM
pona,MALAYALAM
pooram,MALAYALAM
ini,MALAYALAM
paranju,MALAYALAM
ariyikano,MALAYALAM
.,SYM
Madhurarajakkum,MIXED
oru,MALAYALAM
trailer,ENGLISH
undu,MALAYALAM
.,SYM
Raja,NAME
Sollarthan,OTHER
Seivan,OTHER
.,SYM
lucifer,OTHER
kanditt,MALAYALAM
trailer,ENGLISH
onnoodi,MALAYALAM
kaanan,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
hvy,ENGLISH
hvy,ENGLISH
padam,MALAYALAM
.,SYM
WAITING,ENGLISH
FOR,ENGLISH
THE,ENGLISH
NEXT,ENGLISH
BLOCKBUSTER,ENGLISH
.,SYM
Katta,MALAYALAM
waitinganna,MIXED
ye,MALAYALAM
kaanan,MALAYALAM
kothiyakunnu,MALAYALAM
kumbalangy,OTHER
nights,OTHER
pwoli,MALAYALAM
love,ENGLISH
.,SYM
Tamil,OTHER
mohanlal,NAME
fans,ENGLISH
hit,ENGLISH
like,ENGLISH
.,SYM
Verum,MALAYALAM
olla,MALAYALAM
padam,MALAYALAM
10,NUMBER
paiseke,MALAYALAM
kollulla,MALAYALAM
.,SYM
Guest,ENGLISH
appearenceil,MIXED
enkilm,MALAYALAM
rajuettan,NAME
ondaya,MALAYALAM
matiyarnu,MALAYALAM
.,SYM
Youtube,ENGLISH
hang,ENGLISH
aayi,MALAYALAM
17,NUMBER
k,OTHER
viewsm,MIXED
108k,NUMBER
likesmraja,OTHER
effect,ENGLISH
.,SYM
Oru,MALAYALAM
raksha,MALAYALAM
illa,MALAYALAM
adipoli,MALAYALAM
trailer,ENGLISH
.,SYM
Poli,MALAYALAM
tovi,NAME
Chetta,NAME
oru,MALAYALAM
rakshayum,MALAYALAM
illa,MALAYALAM
marana,MALAYALAM
mass,ENGLISH
.,SYM
Lastile,MIXED
superman,ENGLISH
punch,ENGLISH
oru,MALAYALAM
rakshayumillalove,OTHER
u,ENGLISH
ikka,NAME
.,SYM
Rajuvettan,NAME
full,ENGLISH
family,ENGLISH
aayittaanallo,MALAYALAM
onathinu,MALAYALAM
Lad,OTHER
l,ENGLISH
mallika,NAME
sukumaran,NAME
naayakante,MALAYALAM
amma,NAME
.,SYM
Kalki,OTHER
fans,ENGLISH
show,ENGLISH
kannunavar,MALAYALAM
like,ENGLISH
adichotovino,OTHER
.,SYM
Lalettan,NAME
fans,ENGLISH
undo,MALAYALAM
Undengil,MALAYALAM
oru,MALAYALAM
like,ENGLISH
please,ENGLISH
.,SYM
Realistic,ENGLISH
padam,MALAYALAM
kandu,MALAYALAM
maduthu,MALAYALAM
eni,MALAYALAM
korachu,MALAYALAM
mass,ENGLISH
aakam,MALAYALAM
.,SYM
Ithoke,MALAYALAM
ikkane,MIXED
kondallathe,MALAYALAM
aare,MALAYALAM
komdu,MALAYALAM
pettum,MALAYALAM
.,SYM
Padchone,MALAYALAM
ithippo,MALAYALAM
rajayude,MIXED
koode,MALAYALAM
ano,MALAYALAM
irngunnad,MALAYALAM
Pani,MALAYALAM
palum,MALAYALAM
pole,MALAYALAM
thonnunnu,MALAYALAM
.,SYM
Average,ENGLISH
trailertiyaan,OTHER
pole,MALAYALAM
akandu,MALAYALAM
iruna,MALAYALAM
mathiyarnotoo,MALAYALAM
many,MALAYALAM
dialogues,ENGLISH
.,SYM
oru,MALAYALAM
shortfilm,ENGLISH
aanu,MALAYALAM
pattumenkil,MALAYALAM
onn,MALAYALAM
kaanuka,MALAYALAM
.,SYM
dislike,ENGLISH
adicha,MALAYALAM
premukhan,MALAYALAM
markku,MALAYALAM
nanni,MALAYALAM
asooya,MALAYALAM
.,SYM
I,ENGLISH
waiting,ENGLISH
katta,MALAYALAM
mass,ENGLISH
padam,MALAYALAM
Muttila,MALAYALAM
arum,MALAYALAM
.,SYM
suspense,ENGLISH
vende,MALAYALAM
enallale,MALAYALAM
Oru,MALAYALAM
gumm,ENGLISH
ullu,MALAYALAM
enna,MALAYALAM
aa,MALAYALAM
dilaog,ENGLISH
um,MALAYALAM
aayi,MALAYALAM
Oru,MALAYALAM
sadrishyam,MALAYALAM
.,SYM
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
Like,ENGLISH
.,SYM
Katta,MALAYALAM
waitinggg,ENGLISH
marana,MALAYALAM
masss,ENGLISH
idhaaan,MALAYALAM
makkale,MALAYALAM
heroism,ENGLISH
starstruck,OTHER
starstruck,OTHER
starstruck,OTHER
.,SYM
Eattante,MIXED
pooram,MALAYALAM
kazhinjaalikkayude,OTHER
kodiyett,OTHER
Lalettanum,MIXED
mammookkaykkum,MIXED
pakaram,MALAYALAM
vekkaaan,MALAYALAM
aaarumillaaaa,MALAYALAM
.,SYM
lalettan,NAME
maranamass,MIXED
rajuvettan,NAME
claass,ENGLISH
dirctn,ENGLISH
THEATER,ENGLISH
POORAPARAMBU,MALAYALAM
AKAN,MALAYALAM
INI,MALAYALAM
ENTH,MALAYALAM
VENAM,MALAYALAM
.,SYM
Mammuka,NAME
fans,ENGLISH
hit,ENGLISH
like,ENGLISH
Mammukayude,MIXED
meyvazhakam,MALAYALAM
haters,ENGLISH
kaanan,MALAYALAM
pokunnathe,MALAYALAM
ulu,MALAYALAM
.,SYM
Karthik,NAME
subbaraj,NAME
gave,ENGLISH
us,ENGLISH
old,ENGLISH
rajani,NAME
Prithviraj,NAME
gon,ENGLISH
na,ENGLISH
give,ENGLISH
us,ENGLISH
vintage,ENGLISH
lalettan,NAME
Romanjam,MALAYALAM
enoke,MALAYALAM
parana,MALAYALAM
Fuckkkk,ENGLISH
.,SYM
Super,ENGLISH
hit,ENGLISH
aaavatte,MALAYALAM
Frm,ENGLISH
lalettan,NAME
fan,ENGLISH
.,SYM
Ithoru,MALAYALAM
nalla,MALAYALAM
trailer,ENGLISH
aanenn,MALAYALAM
aarum,MALAYALAM
parayum,MALAYALAM
ennitum,MALAYALAM
dislike,ENGLISH
sammathikkanam,MALAYALAM
Mass,ENGLISH
class,ENGLISH
.,SYM
Paat,MALAYALAM
pole,MALAYALAM
alla,MALAYALAM
mone,MALAYALAM
Ith,MALAYALAM
polikkum,MALAYALAM
.,SYM
superman,ENGLISH
punch,ENGLISH
superb,ENGLISH
.,SYM
Vellimoonga,OTHER
pole,MALAYALAM
oru,MALAYALAM
padam,MALAYALAM
aanen,MALAYALAM
thonunn,MALAYALAM
polikkum,MALAYALAM
.,SYM
Repeat,ENGLISH
mode,ENGLISH
Romanjification,MIXED
ettan,NAME
pakka,MALAYALAM
mass,ENGLISH
.,SYM
Iyal,MALAYALAM
malathile,MALAYALAM
super,ENGLISH
staralla,MIXED
indiakarude,MIXED
muzhuvan,MALAYALAM
stara,MIXED
.,SYM
Full,ENGLISH
PIRATES,ENGLISH
OF,ENGLISH
CARIBIEN,ENGLISH
Visuals,ENGLISH
aanallo,MALAYALAM
.,SYM
Last,ENGLISH
one,ENGLISH
punch,ENGLISH
superman,ENGLISH
punch,ENGLISH
madura,PLACE
raja,NAME
special,ENGLISH
.,SYM
Ellavarum,MALAYALAM
marakkuna,MALAYALAM
oraal,MALAYALAM
Murali,NAME
Gopy,NAME
Kadhayum,MALAYALAM
thirakadhayumillathe,MALAYALAM
enth,MALAYALAM
padam,MALAYALAM
.,SYM
Derik,NAME
abraham,NAME
vannu,MALAYALAM
pwoliibgm,OTHER
adaar,MALAYALAM
item,ENGLISH
.,SYM
Model,ENGLISH
schoolil,MIXED
padichavark,MALAYALAM
like,ENGLISH
adikanhulla,MALAYALAM
comment,ENGLISH
call,ENGLISH
hand,ENGLISH
.,SYM
Ivide,MALAYALAM
nammal,MALAYALAM
kandath,MALAYALAM
oru,MALAYALAM
68kaarante,OTHER
poondu,MALAYALAM
vilayaattam,MALAYALAM
uffffvere,OTHER
level,ENGLISH
.,SYM
Trailer,ENGLISH
Valare,MALAYALAM
ishtai,MALAYALAM
.,SYM
Ikka,NAME
unni,NAME
mukundan,NAME
nalla,MALAYALAM
combo,ENGLISH
.,SYM
Brothers,ENGLISH
Daykkum,MIXED
Ittimanikkum,OTHER
Ore,MALAYALAM
Pole,MALAYALAM
Wait,ENGLISH
Cheyyuvnnavar,MALAYALAM
Like,ENGLISH
.,SYM
Ee,MALAYALAM
dislike,ENGLISH
addikunnvarode,MALAYALAM
onnum,MALAYALAM
paryaanillanaldukandal,OTHER
aghikarikaan,MALAYALAM
padikk,MALAYALAM
.,SYM
Ittichante,MIXED
vaka,MALAYALAM
oru,MALAYALAM
sample,MALAYALAM
hitum,MIXED
koodi,MALAYALAM
.,SYM
Ayyo,MALAYALAM
innale,MALAYALAM
undayirunna,MALAYALAM
like,ENGLISH
kuranjallo,MALAYALAM
auto,ENGLISH
fake,ENGLISH
like,ENGLISH
youtub,ENGLISH
remove,ENGLISH
cheythennu,MALAYALAM
thonunnu,MALAYALAM
.,SYM
Massuman,OTHER
manssuman,OTHER
enn,MALAYALAM
prnjatt,MALAYALAM
ethil,MALAYALAM
mass,ENGLISH
evdre,MALAYALAM
.,SYM
Tovino,NAME
Die,ENGLISH
Hard,ENGLISH
Telugu,OTHER
Fans,ENGLISH
.,SYM
Ndhaa,MALAYALAM
ipo,MALAYALAM
indaaye,MALAYALAM
Ndhokeyaa,MALAYALAM
kande,MALAYALAM
Malayalam,MALAYALAM
padam,MALAYALAM
thanne,MALAYALAM
aano,MALAYALAM
idhejjadhi,MALAYALAM
trailler,ENGLISH
.,SYM
Trailer,ENGLISH
kanditt,MALAYALAM
pokathe,MALAYALAM
like,ENGLISH
button,ENGLISH
adichitt,MALAYALAM
pokane,MALAYALAM
.,SYM
Pulimurukan,OTHER
orma,MALAYALAM
vannu,MALAYALAM
ithu,MALAYALAM
bb,OTHER
aakum,MALAYALAM
sure,ENGLISH
.,SYM
Nta,MALAYALAM
ponnu,MALAYALAM
ikkaaee,NAME
manushyanu,MALAYALAM
age,ENGLISH
onnum,MALAYALAM
oru,MALAYALAM
preshnavum,MALAYALAM
alaa,MALAYALAM
.,SYM
Jayasuryakum,MIXED
mass,ENGLISH
movie,ENGLISH
chakochan,NAME
ennavo,MALAYALAM
inji,MALAYALAM
.,SYM
History,ENGLISH
Mammukka,NAME
kattawaiting,OTHER
support,ENGLISH
love,ENGLISH
u,ENGLISH
Mammukka,NAME
.,SYM
Njn,MALAYALAM
ikka,NAME
fana,MIXED
pakshe,MALAYALAM
njagalude,MALAYALAM
Ella,MALAYALAM
support,ENGLISH
um,MALAYALAM
ondakum,MALAYALAM
.,SYM
valiya,MALAYALAM
Kuzhapam,MALAYALAM
ila,MALAYALAM
baki,MALAYALAM
screen,ENGLISH
il,MALAYALAM
.,SYM
ikkkayuda,MIXED
padayalikalk,MALAYALAM
like,ENGLISH
adikkan,MALAYALAM
ulla,MALAYALAM
noolu,MALAYALAM
.,SYM
Onnill,MALAYALAM
kooduthall,MALAYALAM
thavana,MALAYALAM
kandavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Njan,MALAYALAM
mammootty,NAME
fana,MIXED
lalettan,NAME
e,MALAYALAM
onam,MALAYALAM
thootuvarum,MALAYALAM
polikkum,MALAYALAM
.,SYM
Amala,NAME
paul,NAME
nte,MALAYALAM
Aadai,OTHER
cinemayum,MIXED
aayi,MALAYALAM
saamyam,MALAYALAM
thoniyavar,MALAYALAM
undo,MALAYALAM
.,SYM
Bhai,OTHER
movices,OTHER
ka,OTHER
links,ENGLISH
share,ENGLISH
karo,OTHER
yaar,OTHER
places,OTHER
guys,ENGLISH
.,SYM
Ith,MALAYALAM
orumathiri,MALAYALAM
padam,MALAYALAM
akum,MALAYALAM
allenki,MALAYALAM
kando,MALAYALAM
.,SYM
Prithviraj,NAME
Sukumaran,NAME
.,SYM
Nettoran,OTHER
Congress,OTHER
guy,ENGLISH
zippermouth,OTHER
face,OTHER
kadha,MALAYALAM
manasilayi,MALAYALAM
linen,OTHER
taking,ENGLISH
place,ENGLISH
gadhi,OTHER
.,SYM
uff,OTHER
malaru,OTHER
tension,ENGLISH
adichu,MALAYALAM
chakum,MALAYALAM
entha,MALAYALAM
enthopadam,MALAYALAM
irangi,MALAYALAM
hit,ENGLISH
yennu,MALAYALAM
kelkathe,MALAYALAM
oru,MALAYALAM
samadhanam,MALAYALAM
illa,MALAYALAM
.,SYM
252019,NUMBER
samayam,MALAYALAM
724pm,NUMBER
aarokke,MALAYALAM
kaanunnu,MALAYALAM
trailer,ENGLISH
.,SYM
Kolakolli,MALAYALAM
enoke,MALAYALAM
paranjaa,MALAYALAM
ithaanu,MALAYALAM
Repeat,ENGLISH
mode,ENGLISH
ini,MALAYALAM
thanne,MALAYALAM
aayirikkum,MALAYALAM
.,SYM
Mass,ENGLISH
Marana,MALAYALAM
Mass,ENGLISH
Stephen,NAME
Nedumballi,OTHER
yude,MALAYALAM
rashtreeya,MALAYALAM
thervazhchakku,MALAYALAM
ini,MALAYALAM
orazcha,MALAYALAM
maathram,MALAYALAM
katta,MALAYALAM
waiting,ENGLISH
.,SYM
Ullaaseetta,OTHER
parupaadi,MALAYALAM
okke,MALAYALAM
gambeeram,MALAYALAM
aakattae,MALAYALAM
keettooo,MALAYALAM
smiling,OTHER
face,OTHER
open,OTHER
hands,OTHER
.,SYM
Trailer,ENGLISH
kandu,MALAYALAM
raja,NAME
polichu,MALAYALAM
oru,MALAYALAM
rakshayum,MALAYALAM
illa,MALAYALAM
.,SYM
Ellavareyum,MALAYALAM
Vedi,MALAYALAM
vekkunnathum,MALAYALAM
rakshikkunnathum,MALAYALAM
mammootty,NAME
sir,ENGLISH
aayirilkkumallo,MALAYALAM
.,SYM
Ikkada,MIXED
adutha,MALAYALAM
100kodi,NUMBER
ikka,NAME
marana,MALAYALAM
Mass,ENGLISH
.,SYM
Pwolichu,MALAYALAM
lalettaaaaaaa,NAME
engalu,MALAYALAM
mass,ENGLISH
anu,MALAYALAM
.,SYM
Pala,MALAYALAM
padangalude,MALAYALAM
trailer,ENGLISH
orumich,MALAYALAM
kndapole,MALAYALAM
oru,MALAYALAM
thonnal,MALAYALAM
.,SYM
Njan,MALAYALAM
lalettan,NAME
fan,ENGLISH
aah,MALAYALAM
annal,MALAYALAM
madhurajakk,OTHER
vendi,MALAYALAM
waiting,ENGLISH
aah,MALAYALAM
.,SYM
Release,ENGLISH
nu,MALAYALAM
shesham,MALAYALAM
trailer,ENGLISH
kandavar,MALAYALAM
like,ENGLISH
adikk,MALAYALAM
Enthokke,MALAYALAM
aarnu,MALAYALAM
.,SYM
Double,ENGLISH
roll,ENGLISH
undo,MALAYALAM
ennoru,MALAYALAM
thonnal,MALAYALAM
.,SYM
Dileep,NAME
fans,ENGLISH
hit,ENGLISH
like,ENGLISH
mammookka,NAME
.,SYM
Rajappanod,MIXED
pokan,MALAYALAM
paranjangalkku,MALAYALAM
njangade,MALAYALAM
stephen,NAME
chettan,NAME
undallo,MALAYALAM
.,SYM
Fight,ENGLISH
illatha,MALAYALAM
